,"ID","Sex","DG_control","DG_given","UG_control","UG_offer","UG_120offer","UG_MAO","DG_UG_knowledge","DG_UG_knowledge_where","age","family_situation","economic_situation","own.face_attractive","own.body_attractive","own.behav_attractive","Self.perceived.attractiveness","romantic.part_life","sexual.part_life","romantic.part_year","sexual.part_year","extrov","critic_reversed","depend","anxio_reversed","open","reserved_reversed","sympat","disorg_reversed","calm","convent_reversed","Extraversion","Agreeableness","Conscientiousness","Neuroticism","Openness","order_attractiveness","priming","altruism_score"
"1",202,1,"získá zbylých 100 žetonů",0,"pokud nabídku přijme, dostane 100 žetonů a Hráč 1 si ponechá 300 žetonů; pokud odmítne, ani jeden nedostane nic",190,1,120,1,"Na přednáškách prof. Flegra",20,3,3,4,3,5,12,7,4,2,2,2,2,7,1,6,1,4,7,2,7,1.5,3,7,1.5,6.5,"F34;F09;F32;F39;F72;F74;F03;F02;F06;F21;F43;F38;F27;F25;F23;F17;F22;F05;F10;F33;",0,-2.26488115351263
"2",203,1,"získá zbylých 100 žetonů",120,"pokud nabídku přijme, dostane 100 žetonů a Hráč 1 si ponechá 300 žetonů; pokud odmítne, ani jeden nedostane nic",280,1,100,1,"dotazník po zkoušce z úvodu do evoluční biologie- první hra",21,2,5,4,4,1,9,1,1,1,1,7,1,3,1,7,7,4,3,5,2,7,2.5,3,3,4.5,"F76;F42;F35;F40;F75;F37;F20;F36;F07;F70;F65;F04;F64;F66;F71;F67;F69;F73;F68;F68;",1,1.047334534543
"3",204,1,"získá zbylých 100 žetonů",130,"pokud nabídku přijme, dostane 100 žetonů a Hráč 1 si ponechá 300 žetonů; pokud odmítne, ani jeden nedostane nic",270,1,98,1,"četl jsem o nich, ale nikdy jsem se jich neúčastnil",32,5,5,1,1,3,5,20,9,2,1,5,3,1,6,5,4,5,1,6,7,4.5,4,1,6,6,"F66;F75;F73;F70;F76;F36;F64;F04;F42;F68;F69;F65;F35;F40;F68;F20;F71;F67;F07;F37;",1,0.985533460635282
"4",206,1,"získá zbylých 100 žetonů",74,"pokud nabídku přijme, dostane 100 žetonů a Hráč 1 si ponechá 300 žetonů; pokud odmítne, ani jeden nedostane nic",200,1,120,0,,19,4,4,3,2,3,8,2,1,1,1,6,2,4,6,5,3,5,2,5,7,4.5,3.5,3,5.5,6,"F03;F39;F38;F32;F25;F22;F34;F23;F17;F74;F72;F10;F09;F05;F27;F21;F06;F43;F33;F02;",0,-1.10067767045044
"5",208,1,"získá zbylých 100 žetonů",115,"pokud nabídku přijme, dostane 100 žetonů a Hráč 1 si ponechá 300 žetonů; pokud odmítne, ani jeden nedostane nic",200,1,120,1,"četl jsem o ní někde, nevzpomenu si ale kde",52,0,3,1,0,3,4,10,12,0,0,6,6,7,4,7,4,7,5,5,6,5,6.5,6,4.5,6.5,"F03;F22;F02;F10;F34;F32;F17;F38;F25;F23;F05;F72;F27;F39;F06;F74;F21;F09;F33;F43;",0,-0.562600304077423
"6",210,1,"získá zbylých 100 žetonů",210,"pokud nabídku přijme, dostane 100 žetonů a Hráč 1 si ponechá 300 žetonů; pokud odmítne, ani jeden nedostane nic",220,1,1,1,"nehrál jsem, pouze jsem o nich četl",33,2,3,1,0,3,4,7,7,1,1,5,4,6,6,7,4,6,3,4,7,4.5,5,4.5,5,7,"F69;F35;F37;F73;F64;F42;F07;F68;F40;F20;F75;F70;F76;F71;F04;F66;F67;F65;F68;F36;",1,1.0702432372233
"7",212,1,"získá zbylých 100 žetonů",200,"pokud nabídku přijme, dostane 100 žetonů a Hráč 1 si ponechá 300 žetonů; pokud odmítne, ani jeden nedostane nic",250,0,200,0,,30,4,4,3,1,4,8,3,2,1,1,7,2,3,4,4,3,7,6,4,3,5,4.5,4.5,4,3.5,"F72;F74;F21;F27;F25;F22;F39;F23;F33;F43;F09;F34;F05;F03;F10;F32;F06;F38;F02;F17;",0,1.51812322303085
"8",213,1,"získá zbylých 100 žetonů",150,"pokud nabídku přijme, dostane 100 žetonů a Hráč 1 si ponechá 300 žetonů; pokud odmítne, ani jeden nedostane nic",200,0,200,0,,22,5,2,3,3,4,10,4,15,1,2,5,1,6,2,7,4,4,3,3,6,4.5,2.5,4.5,2.5,6.5,"F36;F67;F04;F07;F68;F64;F71;F65;F66;F35;F75;F40;F69;F73;F76;F68;F42;F37;F70;F20;",1,-0.103265966929725
"9",215,1,"získá zbylých 100 žetonů",200,"pokud nabídku přijme, dostane 100 žetonů a Hráč 1 si ponechá 300 žetonů; pokud odmítne, ani jeden nedostane nic",200,1,120,1,"Kdysi dávno, sada podobných her jako úloha/zamyšlení nad teorií her a zisku. ",32,5,2,2,4,4,10,7,15,1,1,3,3,5,6,3,2,7,4,5,2,2.5,5,4.5,5.5,2.5,"F33;F23;F22;F38;F32;F25;F21;F05;F27;F03;F34;F72;F06;F17;F02;F09;F10;F74;F43;F39;",0,0.552925943281271
"10",216,1,"získá zbylých 100 žetonů",0,"pokud nabídku přijme, dostane 100 žetonů a Hráč 1 si ponechá 300 žetonů; pokud odmítne, ani jeden nedostane nic",150,1,2,0,"cetl jesm o techto hrach v novinach",32,4,3,3,4,3,10,70,15,1,1,3,6,6,5,6,4,3,7,6,4,3.5,4.5,6.5,5.5,5,"F38;F39;F21;F06;F23;F02;F03;F09;F17;F43;F32;F72;F22;F34;F27;F33;F25;F10;F74;F05;",0,-3.03703897731229
"11",218,1,"získá zbylých 100 žetonů",160,"pokud nabídku přijme, dostane 100 žetonů a Hráč 1 si ponechá 300 žetonů; pokud odmítne, ani jeden nedostane nic",160,0,160,1,"S druhou. Kamarád podstupoval u nich na škole nějaký sociologický experiment, v rámci nějakého cvičení ze statistiky.","NA",5,4,3,3,4,10,4,2,1,1,2,5,4,6,5,2,5,4,5,6,2,5,4,5.5,5.5,"F40;F76;F65;F71;F66;F70;F20;F36;F37;F64;F67;F35;F68;F75;F07;F04;F69;F73;F42;F68;",1,-0.744185408687187
"12",301,1,"získá zbylých 100 žetonů",150,"pokud nabídku přijme, dostane 100 žetonů a Hráč 1 si ponechá 300 žetonů; pokud odmítne, ani jeden nedostane nic",200,1,100,1,"O obou hrách jsem četl v knize Pozor Toxo od J. Flegra",18,4,3,2,1,3,6,3,0,2,0,5,3,2,2,7,2,5,1,2,7,3.5,4,1.5,2,7,"F21;F17;F27;F38;F43;F74;F32;F39;F23;F22;F72;F03;F33;F06;F10;F02;F25;F34;F05;F09;",0,-0.103265966929725
"13",302,1,"získá zbylých 100 žetonů",200,"pokud nabídku přijme, dostane 100 žetonů a Hráč 1 si ponechá 300 žetonů; pokud odmítne, ani jeden nedostane nic",200,1,160,0,"ne","NA",5,1,4,3,3,10,5,3,1,1,5,2,6,2,6,5,5,7,2,5,5,3.5,6.5,2,5.5,"F07;F76;F67;F64;F66;F71;F36;F73;F04;F68;F75;F20;F65;F37;F68;F69;F42;F40;F35;F70;",1,0.552925943281271
"14",305,1,"získá zbylých 100 žetonů",200,"pokud nabídku přijme, dostane 100 žetonů a Hráč 1 si ponechá 300 žetonů; pokud odmítne, ani jeden nedostane nic",175,1,120,0,,20,4,3,3,4,3,10,4,7,2,5,5,3,5,6,6,4,5,4,6,2,4.5,4,4.5,6,4,"F02;F21;F10;F38;F23;F43;F27;F72;F09;F33;F17;F34;F74;F03;F22;F05;F32;F39;F06;F25;",0,0.070327303406483
"15",306,1,"získá zbylých 100 žetonů",199,"pokud nabídku přijme, dostane 100 žetonů a Hráč 1 si ponechá 300 žetonů; pokud odmítne, ani jeden nedostane nic",195,0,150,1,"s druhou - běžná praxe při dělení se o věc (např. tatranku). Jeden rozděluje, druhý určuje jestli ano, nebo ne",24,4,1,3,1,3,7,20,11,3,1,6,6,7,7,5,4,6,6,7,4,5,6,6.5,7,4.5,"F40;F35;F64;F42;F68;F71;F36;F70;F75;F76;F04;F68;F37;F69;F67;F66;F20;F07;F65;F73;",1,0.443282377102094
